city,res,origins,departure,budget,samples,mode,exclude,variant,pair,wall_s,cpu_s,bytes,gc_s,compile_s,rss,expansions
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,fine,2,10.469097236,71.30024299999991,150787016,0.0,0.0,6945665024,435833812
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,fine,3,10.210987193,71.27995400000009,150787016,0.0,0.0,6949060608,435833812
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,free,3,1.262491481,8.702727999999752,42307976,0.0,0.0,6949085184,79622408
Vienna,6,1027,28800000,10800000,96,mean_intersection,false,walking,3,6.959563322,46.50211900000022,148522024,0.0,0.0,6949498880,30468058
Vienna,6,127,28800000,10800000,1,mean_intersection,false,fine,0,0.12140162,0.23485600000003615,49318328,0.0,0.0,7045525504,1419819
Vienna,6,127,28800000,10800000,1,mean_intersection,false,free,0,0.007840589,0.013458999999784282,6118568,0.0,0.0,7045525504,235660
Vienna,6,127,28800000,10800000,1,mean_intersection,false,walking,0,0.093299187,0.17058100000031118,14016088,0.0,0.0,7045734400,94657
Vienna,6,127,28800000,10800000,1,mean_intersection,false,walking,1,0.093692111,0.17191000000002532,14016088,0.0,0.0,7045734400,94657
Vienna,6,127,28800000,10800000,1,mean_intersection,false,fine,1,0.134198388,0.2573320000001331,49318328,0.0,0.0,7050153984,1419819
Vienna,6,127,28800000,10800000,1,mean_intersection,false,free,1,0.007983197,0.012996999999813852,6118568,0.0,0.0,7050153984,235660
Vienna,6,127,28800000,10800000,1,mean_intersection,false,free,2,0.007245523,0.01384299999972427,6118568,0.0,0.0,7050153984,235660
Vienna,6,127,28800000,10800000,1,mean_intersection,false,walking,2,0.087741998,0.16815399999995861,14016088,0.0,0.0,7050153984,94657
Vienna,6,127,28800000,10800000,1,mean_intersection,false,fine,2,0.135884507,0.24481999999989057,49318328,0.0,0.0,7050153984,1419819
Vienna,6,127,28800000,10800000,1,mean_intersection,false,fine,3,0.12707111,0.23782600000004095,49318328,0.0,0.0,7050153984,1419819
Vienna,6,127,28800000,10800000,1,mean_intersection,false,free,3,0.009131996,0.014204999999947177,6118568,0.0,0.0,7050153984,235660
Vienna,6,127,28800000,10800000,1,mean_intersection,false,walking,3,0.108499569,0.20186899999998786,14016088,0.0,0.0,7050162176,94657
Vienna,6,127,84600000,21600000,96,mean_intersection,true,fine,0,4.460567977,8.82932400000027,37570752,0.0,0.0,7050162176,108552534
