city,radius,samples,step_ms,mode,origin,fine,coarse,signed_error
Paris,18,96,900000,mean_intersection,881fb46059fffff,1.0051458e7,1.0543101e7,491643.0
Paris,18,96,900000,mean_intersection,881fb4605bfffff,1.0411926e7,1.0632678e7,220752.0
Paris,18,96,900000,mean_intersection,881fb4605dfffff,9.909005e6,1.0439508e7,530503.0
Paris,18,96,900000,mean_intersection,881fb46081fffff,1.1031105e7,1.067397e7,-357135.0
Paris,18,96,900000,mean_intersection,881fb46083fffff,1.0957291e7,1.0766484e7,-190807.0
Paris,18,96,900000,mean_intersection,881fb46085fffff,1.0711138e7,1.061131e7,-99828.0
Paris,18,96,900000,mean_intersection,881fb46087fffff,1.0813147e7,1.0666352e7,-146795.0
Paris,18,96,900000,mean_intersection,881fb46089fffff,1.0690469e7,1.0655044e7,-35425.0
Paris,18,96,900000,mean_intersection,881fb4608bfffff,1.1030178e7,1.070479e7,-325388.0
Paris,18,96,900000,mean_intersection,881fb4608dfffff,1.0833302e7,1.0667095e7,-166207.0
Paris,18,96,900000,mean_intersection,881fb46091fffff,1.1087272e7,1.0717723e7,-369549.0
Paris,18,96,900000,mean_intersection,881fb46093fffff,1.0965077e7,1.077533e7,-189747.0
Paris,18,96,900000,mean_intersection,881fb46095fffff,1.1074355e7,1.0772713e7,-301642.0
Paris,18,96,900000,mean_intersection,881fb46097fffff,1.090466e7,1.0655577e7,-249083.0
Paris,18,96,900000,mean_intersection,881fb46099fffff,1.1031902e7,1.0821195e7,-210707.0
Paris,18,96,900000,mean_intersection,881fb4609bfffff,1.1106429e7,1.0853408e7,-253021.0
Paris,18,96,900000,mean_intersection,881fb4609dfffff,1.1030594e7,1.0738123e7,-292471.0
Paris,18,96,900000,mean_intersection,881fb460a1fffff,1.0579407e7,1.0666863e7,87456.0
Paris,18,96,900000,mean_intersection,881fb460a3fffff,1.0875118e7,1.0615654e7,-259464.0
Paris,18,96,900000,mean_intersection,881fb460a5fffff,1.0672403e7,1.0773556e7,101153.0
Paris,18,96,900000,mean_intersection,881fb460a7fffff,1.0844953e7,1.0673924e7,-171029.0
Paris,18,96,900000,mean_intersection,881fb460a9fffff,1.0858497e7,1.0681708e7,-176789.0
Paris,18,96,900000,mean_intersection,881fb460abfffff,1.0882222e7,1.0616547e7,-265675.0
Paris,18,96,900000,mean_intersection,881fb460adfffff,1.0858405e7,1.071302e7,-145385.0
Paris,18,96,900000,mean_intersection,881fb460b1fffff,1.0893608e7,1.0682343e7,-211265.0
Paris,18,96,900000,mean_intersection,881fb460b3fffff,1.0852796e7,1.0683177e7,-169619.0
Paris,18,96,900000,mean_intersection,881fb460b5fffff,1.0870661e7,1.0673341e7,-197320.0
Paris,18,96,900000,mean_intersection,881fb460b7fffff,1.0649292e7,1.0673169e7,23877.0
Paris,18,96,900000,mean_intersection,881fb460b9fffff,1.0790526e7,1.0712406e7,-78120.0
Paris,18,96,900000,mean_intersection,881fb460bbfffff,1.0990824e7,1.0687841e7,-302983.0
Paris,18,96,900000,mean_intersection,881fb460bdfffff,1.0663047e7,1.0662501e7,-546.0
Paris,18,96,900000,mean_intersection,881fb460c1fffff,1.0771739e7,1.0760081e7,-11658.0
Paris,18,96,900000,mean_intersection,881fb460c3fffff,1.0829426e7,1.0750001e7,-79425.0
Paris,18,96,900000,mean_intersection,881fb460c5fffff,1.0756442e7,1.083208e7,75638.0
Paris,18,96,900000,mean_intersection,881fb460c7fffff,1.0722409e7,1.0612091e7,-110318.0
Paris,18,96,900000,mean_intersection,881fb460c9fffff,1.0922775e7,1.0744617e7,-178158.0
Paris,18,96,900000,mean_intersection,881fb460cbfffff,1.1080278e7,1.0721219e7,-359059.0
Paris,18,96,900000,mean_intersection,881fb460cdfffff,1.0811183e7,1.0853671e7,42488.0
Paris,18,96,900000,mean_intersection,881fb460d1fffff,1.1067764e7,1.0723568e7,-344196.0
Paris,18,96,900000,mean_intersection,881fb460d3fffff,1.1098692e7,1.0864839e7,-233853.0
Paris,18,96,900000,mean_intersection,881fb460d5fffff,1.1015625e7,1.0667775e7,-347850.0
Paris,18,96,900000,mean_intersection,881fb460d7fffff,1.1096341e7,1.0797885e7,-298456.0
Paris,18,96,900000,mean_intersection,881fb460d9fffff,1.1174932e7,1.0835494e7,-339438.0
Paris,18,96,900000,mean_intersection,881fb460dbfffff,1.1121387e7,1.0817958e7,-303429.0
Paris,18,96,900000,mean_intersection,881fb460ddfffff,1.105721e7,1.0796991e7,-260219.0
